Filename,Width,Height,DPI Information
"D:/Thesis/realism_data/Academicism\alexandre dumas, fils.jpg",692,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\alexandre ferdinand parseval-deschenes.jpg,662,1027,"(96, 96)"
D:/Thesis/realism_data/Academicism\alfred bruyas.jpg,876,1050,"(0, 0)"
"D:/Thesis/realism_data/Academicism\aline masson, with white mantilla.jpg",2512,3051,
D:/Thesis/realism_data/Academicism\allegory of earth.jpg,499,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\allegory of fire.jpg,500,497,"(72, 72)"
D:/Thesis/realism_data/Academicism\allegory of spring.jpg,500,375,"(96, 96)"
D:/Thesis/realism_data/Academicism\alone in the world.jpg,375,567,"(96, 96)"
D:/Thesis/realism_data/Academicism\amber.jpg,332,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\amiral de mackau 1788-1855.jpg,758,1158,"(96, 96)"
D:/Thesis/realism_data/Academicism\an arab sheik.jpg,575,490,"(0, 0)"
D:/Thesis/realism_data/Academicism\an egyptian peasant woman and her child.jpg,300,545,"(0, 0)"
D:/Thesis/realism_data/Academicism\an elegant beauty.jpg,770,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\an exotic beauty in an interior.jpg,774,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\an halberdier.jpg,701,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\an interior with a maidservant by candlelight.jpg,538,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\an interior with an elegant lady in a white satin gown and a parrot.jpg,376,470,
D:/Thesis/realism_data/Academicism\an italian lady.jpg,644,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\an italian mother with her child.jpg,316,400,"(96, 96)"
D:/Thesis/realism_data/Academicism\an oriental barbershop.jpg,1271,2088,"(300, 300)"
"D:/Thesis/realism_data/Academicism\anacreon, love and bacchus.jpg",1476,3224,"(72, 72)"
D:/Thesis/realism_data/Academicism\andromeda.jpg,2769,4000,"(199, 199)"
D:/Thesis/realism_data/Academicism\angel rolled the stone from the tomb.jpg,1024,687,"(0, 0)"
D:/Thesis/realism_data/Academicism\angels.jpg,1000,857,
D:/Thesis/realism_data/Academicism\anna passini on the balcony of palazzo priuli in venice.jpg,2476,3395,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\anne of denmark and james vi of scotland.jpg,564,478,
D:/Thesis/realism_data/Academicism\annunciation.jpg,1024,732,"(0, 0)"
D:/Thesis/realism_data/Academicism\antigone.jpg,967,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\antoine henri jomini.jpg,2027,2527,"(300, 300)"
"D:/Thesis/realism_data/Academicism\antonio, from ''the marriage of figaro''.jpg",677,948,"(72, 72)"
"D:/Thesis/realism_data/Academicism\apollo, hyacinthus and cyparis singing and playing.jpg",700,500,"(0, 0)"
D:/Thesis/realism_data/Academicism\appearance of christ to the people.jpg,2304,1600,"(72, 72)"
D:/Thesis/realism_data/Academicism\approaching storm.jpg,564,585,
D:/Thesis/realism_data/Academicism\apricots.jpg,578,800,"(200, 200)"
D:/Thesis/realism_data/Academicism\apóstolo são paulo.jpg,376,450,"(96, 96)"
D:/Thesis/realism_data/Academicism\archangel gabriel struck zechariah mute.jpg,603,403,"(96, 96)"
D:/Thesis/realism_data/Academicism\archduchess maria antonia of austria.jpg,718,1024,"(600, 600)"
D:/Thesis/realism_data/Academicism\arion on a sea horse and bacchante on a panther pair.jpg,350,446,"(96, 96)"
D:/Thesis/realism_data/Academicism\art and literature.jpg,1112,2123,"(300, 300)"
D:/Thesis/realism_data/Academicism\artist's workshop in rome..jpg,500,401,"(96, 96)"
D:/Thesis/realism_data/Academicism\artists at cafe greco in rome.jpg,1024,805,"(72, 72)"
"D:/Thesis/realism_data/Academicism\assassination of henry i, duke of guise.jpg",1000,546,"(315, 315)"
D:/Thesis/realism_data/Academicism\assassination of julius caesar.jpg,2420,1716,"(72, 72)"
D:/Thesis/realism_data/Academicism\at the fair.jpg,563,436,"(72, 72)"
"D:/Thesis/realism_data/Academicism\at the poultry stall on the groenmarkt, the hagu.jpg",355,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\at the reception of the pope.jpg,1000,766,"(0, 0)"
D:/Thesis/realism_data/Academicism\at the spring.jpg,350,558,"(96, 96)"
D:/Thesis/realism_data/Academicism\at the well.jpg,2573,3200,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\athaulf.jpg,1839,2952,"(300, 300)"
D:/Thesis/realism_data/Academicism\auguste regnaud de saint jean d'angély.jpg,810,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\autumn.jpg,1190,1920,
D:/Thesis/realism_data/Academicism\ave maria.jpg,500,340,"(96, 96)"
D:/Thesis/realism_data/Academicism\bacchante playing with a goat.jpg,1000,626,
D:/Thesis/realism_data/Academicism\bacchante.jpg,820,1000,
D:/Thesis/realism_data/Academicism\back from dance.jpg,710,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\baigneuse.jpg,1178,2427,"(600, 600)"
D:/Thesis/realism_data/Academicism\bakchanálie.jpg,5000,4354,
"D:/Thesis/realism_data/Academicism\bartholo, from ''the barber of seville''.jpg",625,875,"(72, 72)"
D:/Thesis/realism_data/Academicism\bataille de mons en pévèle.jpg,701,598,
D:/Thesis/realism_data/Academicism\bataille dunes.jpg,2562,2237,"(150, 150)"
D:/Thesis/realism_data/Academicism\bather.jpg,350,573,"(96, 96)"
D:/Thesis/realism_data/Academicism\bathers.jpg,2261,3508,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\bathsheba.jpg,453,583,"(400, 400)"
D:/Thesis/realism_data/Academicism\battle of castillon.jpg,743,1200,"(300, 300)"
"D:/Thesis/realism_data/Academicism\battle of montgisard, 18 november 1177.jpg",2000,1598,"(300, 300)"
D:/Thesis/realism_data/Academicism\battledore.jpg,396,978,"(72, 72)"
"D:/Thesis/realism_data/Academicism\bazille, from ''the barber of seville''.jpg",751,1052,"(72, 72)"
D:/Thesis/realism_data/Academicism\bellerophon is sent to the campaign against the chimera.jpg,603,752,"(72, 72)"
D:/Thesis/realism_data/Academicism\betrothal of mary and joseph.jpg,870,1000,
D:/Thesis/realism_data/Academicism\between wealth and love.jpg,2584,3200,"(76, 76)"
D:/Thesis/realism_data/Academicism\birth of venus.jpg,4032,2290,"(96, 96)"
D:/Thesis/realism_data/Academicism\blossoms.jpg,748,2409,"(72, 72)"
D:/Thesis/realism_data/Academicism\blumenstillleben.jpg,643,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\bodegón de caza y vela.jpg,374,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\boy painting a tragic mask.jpg,372,608,"(96, 96)"
D:/Thesis/realism_data/Academicism\breton brother and sister.jpg,1816,2669,"(300, 300)"
D:/Thesis/realism_data/Academicism\breton knitter.jpg,350,428,"(96, 96)"
D:/Thesis/realism_data/Academicism\bringing home the flock.jpg,853,1023,"(72, 72)"
D:/Thesis/realism_data/Academicism\british men of war and other ships off the coast in choppy seas.jpg,1282,911,"(96, 96)"
D:/Thesis/realism_data/Academicism\by a temple idyll.jpg,589,731,"(600, 600)"
"D:/Thesis/realism_data/Academicism\bégéarss, from ''the guilty mother''.jpg",2352,3912,"(72, 72)"
D:/Thesis/realism_data/Academicism\caesar crossing the rubicon.jpg,1600,916,"(72, 72)"
"D:/Thesis/realism_data/Academicism\calpigi, from ''tarare''.jpg",770,1027,"(72, 72)"
D:/Thesis/realism_data/Academicism\camille also known as the woman in a green dress.jpg,1383,2126,"(100, 100)"
D:/Thesis/realism_data/Academicism\canéphore.jpg,350,488,"(96, 96)"
D:/Thesis/realism_data/Academicism\card-playing shoemaker boys.jpg,1258,1059,"(72, 72)"
D:/Thesis/realism_data/Academicism\cardinal mazarin dying.jpg,800,459,"(300, 300)"
D:/Thesis/realism_data/Academicism\cardinal richelieu at the siege of la rochelle.jpg,3000,1705,
D:/Thesis/realism_data/Academicism\cartoon for the fresco the arts of industry as applied to war.jpg,768,345,"(300, 300)"
D:/Thesis/realism_data/Academicism\catharine lorillard wolfe.jpg,300,482,"(0, 0)"
D:/Thesis/realism_data/Academicism\charity in the night market.jpg,564,443,"(72, 72)"
D:/Thesis/realism_data/Academicism\charity or the indigent family.jpg,563,462,"(72, 72)"
D:/Thesis/realism_data/Academicism\charon carries dead souls across the river styx.jpg,812,1000,
D:/Thesis/realism_data/Academicism\cherry blossoms.jpg,356,600,"(95.9866, 95.9866)"
"D:/Thesis/realism_data/Academicism\cherub, from ''the marriage of figaro''.jpg",689,836,"(72, 72)"
D:/Thesis/realism_data/Academicism\children with parrot.jpg,685,750,"(0, 0)"
D:/Thesis/realism_data/Academicism\christ and child.jpg,827,1313,"(0, 0)"
D:/Thesis/realism_data/Academicism\christ and sinner.jpg,2199,1100,"(72, 72)"
D:/Thesis/realism_data/Academicism\christ before pilate.jpg,1280,845,"(250, 250)"
D:/Thesis/realism_data/Academicism\christ in gethsemane. the angel..jpg,588,390,"(0, 0)"
D:/Thesis/realism_data/Academicism\christ of the cross.jpg,368,720,"(762, 762)"
D:/Thesis/realism_data/Academicism\christ's sermon in the temple.jpg,1024,661,"(0, 0)"
D:/Thesis/realism_data/Academicism\christian ii imprisoned in the tower at sønderborg castle.jpg,1764,2272,"(300, 300)"
D:/Thesis/realism_data/Academicism\church interior.jpg,563,304,"(72, 72)"
D:/Thesis/realism_data/Academicism\cimabue's celebrated madonna carried in procession through the streets of florence.jpg,3795,1676,"(300, 300)"
D:/Thesis/realism_data/Academicism\cincinnatus receiving the ambassadors from rome.jpg,599,458,"(300, 300)"
D:/Thesis/realism_data/Academicism\classical bust of a bearded male seen in profile.jpg,1794,2214,"(72, 72)"
D:/Thesis/realism_data/Academicism\classical male bust in profile.jpg,2543,3177,"(150, 150)"
D:/Thesis/realism_data/Academicism\cleopatra and caesar.jpg,911,1321,"(96, 96)"
D:/Thesis/realism_data/Academicism\compatriots of canova.jpg,1600,1182,"(72, 72)"
D:/Thesis/realism_data/Academicism\congratulations.jpg,827,1124,"(96, 96)"
D:/Thesis/realism_data/Academicism\consolation.jpg,838,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\consummatum est jerusalem.jpg,750,406,"(240, 240)"
D:/Thesis/realism_data/Academicism\conversation in the garden.jpg,503,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\conversing in the kitchen.jpg,564,452,"(72, 72)"
D:/Thesis/realism_data/Academicism\countess sophia mikhailovna vorontsov.jpg,1668,2439,"(180, 180)"
D:/Thesis/realism_data/Academicism\courtesan and her mother.jpg,2124,2526,"(300, 300)"
D:/Thesis/realism_data/Academicism\courtyard of a mosque at broussa.jpg,1439,2038,"(300, 300)"
D:/Thesis/realism_data/Academicism\courtyard of the artist's studio.jpg,921,1798,"(300, 300)"
D:/Thesis/realism_data/Academicism\crucifixion with mary magdalene kneeling and weeping.jpg,368,798,"(300, 300)"
D:/Thesis/realism_data/Academicism\cupboard love.jpg,333,400,"(0, 0)"
"D:/Thesis/realism_data/Academicism\d. pedro ii, o magnânimo.jpg",296,450,"(96, 96)"
D:/Thesis/realism_data/Academicism\dance amongst daggers.jpg,800,427,"(601, 601)"
D:/Thesis/realism_data/Academicism\dance of the bacchantes.jpg,716,600,"(72, 72)"
D:/Thesis/realism_data/Academicism\dancing girl resting.jpg,550,800,"(200, 200)"
D:/Thesis/realism_data/Academicism\daniel's prayer.jpg,473,512,"(72, 72)"
D:/Thesis/realism_data/Academicism\dante gabriel rossetti.jpg,2400,2957,"(72, 72)"
D:/Thesis/realism_data/Academicism\dante in exile.jpg,2790,1793,"(240, 240)"
D:/Thesis/realism_data/Academicism\dante meets matelda.jpg,292,400,"(96, 96)"
D:/Thesis/realism_data/Academicism\daphnis et chloe revenant de la montagne.jpg,1000,1425,"(600, 600)"
D:/Thesis/realism_data/Academicism\das martyrium der sieben makkabäer.jpg,275,479,"(96, 96)"
D:/Thesis/realism_data/Academicism\daughter of fisherman.jpg,3140,4096,"(144, 144)"
D:/Thesis/realism_data/Academicism\davel executed.jpg,915,1024,"(72, 72)"
D:/Thesis/realism_data/Academicism\david.jpg,800,704,"(300, 300)"
D:/Thesis/realism_data/Academicism\dawn.jpg,602,1200,"(1570.0, 1570.0)"
"D:/Thesis/realism_data/Academicism\death of elizabeth i, queen of england.jpg",832,1001,"(0, 0)"
D:/Thesis/realism_data/Academicism\death of francesca da rimini and paolo malatesta.jpg,800,561,"(300, 300)"
D:/Thesis/realism_data/Academicism\degollación del bautista.jpg,724,973,"(240, 240)"
D:/Thesis/realism_data/Academicism\demosthenes practising his oratory.jpg,350,449,"(96, 96)"
D:/Thesis/realism_data/Academicism\departure of attilio regolo for carthage preparatory sketch.jpg,2985,1920,"(300, 300)"
D:/Thesis/realism_data/Academicism\desdemona.jpg,600,788,"(300, 300)"
D:/Thesis/realism_data/Academicism\devotion.jpg,493,640,"(1012, 1012)"
D:/Thesis/realism_data/Academicism\die apfelverkäuferin.jpg,563,423,"(72, 72)"
D:/Thesis/realism_data/Academicism\die bekehrung des heiligen eustachius.jpg,3508,3115,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\die gartenlaube.jpg,3104,4249,"(360, 283)"
D:/Thesis/realism_data/Academicism\die speisung jakobs in der wüste.jpg,3155,2564,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\difficult negotiations.jpg,1000,716,"(72, 72)"
D:/Thesis/realism_data/Academicism\diogenes.jpg,1800,1442,"(600, 600)"
D:/Thesis/realism_data/Academicism\disdain.jpg,350,415,"(96, 96)"
D:/Thesis/realism_data/Academicism\dobrna.jpg,4240,2904,
D:/Thesis/realism_data/Academicism\dode de la brunerie.jpg,2423,3663,"(350, 350)"
"D:/Thesis/realism_data/Academicism\don gusman brid'oison, from ''the marriage of figaro''.jpg",789,1105,"(72, 72)"
D:/Thesis/realism_data/Academicism\donačka gora.jpg,4224,2992,
"D:/Thesis/realism_data/Academicism\double portrait of the artist's daughters, marie and hedwig knaus.jpg",2125,3000,
D:/Thesis/realism_data/Academicism\double portrait.jpg,472,600,"(72, 72)"
D:/Thesis/realism_data/Academicism\dream of jacob.jpg,1024,610,"(0, 0)"
D:/Thesis/realism_data/Academicism\dream of joseph.jpg,500,330,"(96, 96)"
D:/Thesis/realism_data/Academicism\dreamers.jpg,3223,1774,"(300, 300)"
D:/Thesis/realism_data/Academicism\dressing for the masquerade.jpg,1000,661,"(96, 96)"
"D:/Thesis/realism_data/Academicism\duchess maria feodorovna baryatinsky, née. keller.jpg",448,600,"(72, 72)"
D:/Thesis/realism_data/Academicism\duguesclin cocherel.jpg,758,1218,"(96, 96)"
D:/Thesis/realism_data/Academicism\during the storm.jpg,573,895,"(96, 96)"
"D:/Thesis/realism_data/Academicism\dutch and british men o' war off the coast, dutch boat in the foreground.jpg",944,642,"(72, 72)"
D:/Thesis/realism_data/Academicism\eduardo zamacois y zabala.jpg,3071,3888,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\egyptian fellah girl.jpg,474,899,"(144, 144)"
D:/Thesis/realism_data/Academicism\egyptian modesty.jpg,541,667,"(300, 300)"
D:/Thesis/realism_data/Academicism\electra at the tomb of agamemnon.jpg,1448,2913,"(300, 300)"
D:/Thesis/realism_data/Academicism\elegant company watching fireworks in a park.jpg,563,369,"(72, 72)"
D:/Thesis/realism_data/Academicism\elijah's sacrifice.jpg,800,449,"(1143, 1143)"
D:/Thesis/realism_data/Academicism\eminence grise -  françois leclerc du tremblay detail.jpg,480,640,"(72, 72)"
D:/Thesis/realism_data/Academicism\eminence grise -  françois leclerc du tremblay.jpg,850,570,"(300, 300)"
D:/Thesis/realism_data/Academicism\empress alexandria fedorovna.jpg,1434,2000,"(0, 0)"
D:/Thesis/realism_data/Academicism\entombment of christ.jpg,1024,636,"(0, 0)"
D:/Thesis/realism_data/Academicism\esther.jpg,542,700,"(96, 96)"
D:/Thesis/realism_data/Academicism\eve after the fall.jpg,1785,1409,"(150, 150)"
D:/Thesis/realism_data/Academicism\exit from the last supper.jpg,1024,672,"(0, 0)"
D:/Thesis/realism_data/Academicism\expulsion of merchants from the temple.jpg,1024,673,"(0, 0)"
D:/Thesis/realism_data/Academicism\fallen angel.jpg,1000,638,"(300, 300)"
D:/Thesis/realism_data/Academicism\family of the businessman b. h. strousberg.jpg,3980,2868,"(72, 72)"
D:/Thesis/realism_data/Academicism\fan.jpg,778,1000,"(0, 0)"
"D:/Thesis/realism_data/Academicism\fanchette, from ''the marriage of figaro''.jpg",675,945,"(72, 72)"
D:/Thesis/realism_data/Academicism\faneuse.jpg,1579,1913,"(500, 500)"
"D:/Thesis/realism_data/Academicism\father mélac, from ''the two friends''.jpg",618,849,"(72, 72)"
D:/Thesis/realism_data/Academicism\faticida.jpg,2504,3475,"(300, 300)"
D:/Thesis/realism_data/Academicism\feasting romans.jpg,680,601,"(200.0, 200.0)"
D:/Thesis/realism_data/Academicism\felix masse.jpg,1000,1292,"(600, 600)"
D:/Thesis/realism_data/Academicism\ferdinand i of the two sicilies in the costume of a knight of the order of san gennaro.jpg,600,868,
D:/Thesis/realism_data/Academicism\ferdinand i of the two sicilies.jpg,408,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\fernand de magellan.jpg,768,993,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\festival in rome in october. scene in the loggia asking to dance.jpg,750,458,"(96, 96)"
D:/Thesis/realism_data/Academicism\fidelity.jpg,944,657,"(72, 72)"
"D:/Thesis/realism_data/Academicism\figaro, from ''the marriage de figaro''.jpg",741,1038,"(72, 72)"
D:/Thesis/realism_data/Academicism\filippo lippi and lucrezia buti.jpg,607,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\fishermen and boats with two sailing ships beyond.jpg,800,505,"(72, 72)"
D:/Thesis/realism_data/Academicism\fishing boats in a breeze.jpg,944,671,"(72, 72)"
D:/Thesis/realism_data/Academicism\fishing.jpg,1200,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\flagellation of christ.jpg,1024,691,"(0, 0)"
D:/Thesis/realism_data/Academicism\fleur.jpg,1245,1516,"(72, 72)"
D:/Thesis/realism_data/Academicism\florentine poet.jpg,600,354,"(72, 72)"
D:/Thesis/realism_data/Academicism\flower girl in cairo.jpg,409,610,
D:/Thesis/realism_data/Academicism\flowers.jpg,1000,1463,"(300, 300)"
D:/Thesis/realism_data/Academicism\four nude boys.jpg,603,448,"(72, 72)"
"D:/Thesis/realism_data/Academicism\four seasons picou, gérôme, boulanger, hamon.jpg",2801,3400,"(300, 300)"
D:/Thesis/realism_data/Academicism\fraternal love.jpg,1220,1575,"(83.82, 83.82)"
D:/Thesis/realism_data/Academicism\früchtestilleben.jpg,645,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\funeral wake.jpg,2022,1644,"(72, 72)"
D:/Thesis/realism_data/Academicism\genius of america.jpg,4569,2805,"(300, 300)"
D:/Thesis/realism_data/Academicism\giacomina.jpg,361,798,"(72, 72)"
D:/Thesis/realism_data/Academicism\giants at play.jpg,800,487,"(72, 72)"
D:/Thesis/realism_data/Academicism\giotto keeping the goats.jpg,1280,976,"(72, 72)"
D:/Thesis/realism_data/Academicism\gipsy girl.jpg,2222,2940,"(300, 300)"
D:/Thesis/realism_data/Academicism\girl in a basin.jpg,800,622,"(315, 315)"
D:/Thesis/realism_data/Academicism\girl with a pomegranate.jpg,350,459,"(96, 96)"
D:/Thesis/realism_data/Academicism\girl with grapes.jpg,300,674,"(96, 96)"
D:/Thesis/realism_data/Academicism\gladiator playing the trumpet.jpg,2448,3264,"(72, 72)"
"D:/Thesis/realism_data/Academicism\glaisher, passed out in his balloon gondola at an altitude of almost 11,000 m above sea level.jpg",396,599,"(0, 0)"
D:/Thesis/realism_data/Academicism\gods creatures.jpg,1472,2000,"(0, 0)"
D:/Thesis/realism_data/Academicism\good adventure.jpg,687,512,
D:/Thesis/realism_data/Academicism\grand duchess maria alexandrovna.jpg,542,750,"(72, 72)"
D:/Thesis/realism_data/Academicism\grand duchess maria nikolaevna with her children.jpg,750,678,"(72, 72)"
"D:/Thesis/realism_data/Academicism\grand duchess of russia, alexandra nikolaievna, daughter of nikolai i.jpg",888,1476,"(72, 72)"
D:/Thesis/realism_data/Academicism\great duchess elena pavlovna.jpg,535,699,"(72, 72)"
D:/Thesis/realism_data/Academicism\greek interior gyneceum.jpg,2909,2048,"(400, 400)"
D:/Thesis/realism_data/Academicism\gypsy girl with a basque drum.jpg,681,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\hafeneinfahrt bei mondschein.jpg,563,437,"(72, 72)"
D:/Thesis/realism_data/Academicism\hagar in the desert.jpg,4000,3377,"(96, 96)"
D:/Thesis/realism_data/Academicism\half length figure.jpg,350,428,"(96, 96)"
D:/Thesis/realism_data/Academicism\harmony.jpg,1000,729,"(150, 150)"
"D:/Thesis/realism_data/Academicism\hastings, east sussex.jpg",944,521,"(72, 72)"
D:/Thesis/realism_data/Academicism\head of a man. study of the figure of paralytic for the painting the appearance of christ to the people..jpg,376,488,"(400, 400)"
D:/Thesis/realism_data/Academicism\head of a man.jpg,493,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\head of an italian girl with a laurel wreath.jpg,331,400,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\head of an oriental man.jpg,330,400,
D:/Thesis/realism_data/Academicism\head of john the baptist.jpg,431,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\head of john the evangelist.jpg,430,381,"(400, 400)"
D:/Thesis/realism_data/Academicism\her favourite pet.jpg,1000,1242,"(600, 600)"
