Filename,Width,Height,DPI Information
"D:/Thesis/realism_data/Ukiyo-e\36. view from massaki of suijin shrine, uchigawa inlet, and sekiya.jpg",786,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\37. kilns and the hashiba ferry on the sumida river.jpg,794,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\38. dawn inside the yoshiwara.jpg,789,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\39. distant view of kinryūzan temple and the azuma bridge.jpg,559,835,"(72.0, 72.0)"
D:/Thesis/realism_data/Ukiyo-e\4. tsukudajima and eitai bridge.jpg,592,899,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\40. bashō's hermitage on camellia hill beside the aqueduct at sekiguchi.jpg,794,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\41. hachiman shrine in ichigaya.jpg,791,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\42. cherry blossoms on the banks of the tama river.jpg,787,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\43. nihonbashi bridge and edobashi bridge.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\44. view of nihonbashi itchōme street.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\45 62 yatsumi bridge.jpg,4999,7461,"(600, 600)"
"D:/Thesis/realism_data/Ukiyo-e\46 45 yoroi ferry, koami chō.jpg",790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\47 46 seidō and kanda river from shōhei bridge.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\48 63 suidō bridge and the surugadai quarter.jpg,785,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\49 47 fudō falls in ōji.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\5. ekōin temple in ryōgoku and moto yanagi bridge.jpg,803,1200,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\50 64 kumano jūnisha shrine at tsunohazu, known as jūnisō.jpg",2000,3006,"(600, 600)"
D:/Thesis/realism_data/Ukiyo-e\51 65 the sannō festival procession at kōjimachi itchōme.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\52 48 the paulownia garden at akasaka.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\53 49 the pagoda of zōjōji temple and akabane.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\54 66 the benkei moat from soto sakurada to kōjimachi.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\55 50 the sumiyoshi festival at tsukudajima.jpg,2000,3018,"(600, 600)"
D:/Thesis/realism_data/Ukiyo-e\56 51 mannen bridge in fukagawa.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\57 67 mitsumata wakarenofuchi.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\58 52 sudden shower over shin-ōhashi bridge and atake.jpg,1238,1864,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\59 53 ryōgoku bridge and the great riverbank.jpg,1023,1536,
D:/Thesis/realism_data/Ukiyo-e\6. hatsune riding ground in bakuro chō.jpg,790,1200,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\60 68 asakusa river, miyato river, great riverbank.jpg",795,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\61 54 the pine of success and oumayagashi on the asakusa river.jpg,1022,1536,
D:/Thesis/realism_data/Ukiyo-e\62 55  komakata hall and azuma bridge.jpg,543,800,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\63 69 the ayase river and kanegafuchi.jpg,787,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\64 56 horikiri iris garden.jpg,2000,3009,"(600, 600)"
D:/Thesis/realism_data/Ukiyo-e\65 57 inside kameido tenjin shrine.jpg,792,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\66 70 the sazaidō hall at the five hundred rakan temple.jpg,779,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\67 58 the ferry at sakasai.jpg,794,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\68 59 open garden at the hachiman shrine in fukagawa.jpg,784,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\69 71 sanjusangendō hall in fukagawa.jpg,789,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\7. shops with cotton goods in ōdenma chō.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\70 60 the mouth of the nakagawa river.jpg,789,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\71 61 scattered pines on the tone river.jpg,786,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\72 the ferry at haneda and the benten shrine.jpg,790,1200,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\73 the city flourishing, the tanabata festival.jpg",789,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\74 silk shops in ōdenma chō.jpg,811,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\75 the dyers' quarter in kanda.jpg,798,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\76 bamboo quay by kyōbashi bridge.jpg,795,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\77 inari bridge and the minato shrine in teppōzu.jpg,804,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\78 teppōzu and tsukiji monzeki temple.jpg,780,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\79 shiba shinmei shrine and zōjōji temple.jpg,792,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\8. suruga chō.jpg,790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\80 kanasugi bridge and shibaura.jpg,795,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\81. ushimachi in takanawa.jpg,791,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\82. moon viewing.jpg,606,899,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\83. shinagawa susaki.jpg,793,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\84. grandpa's teahouse in meguro.jpg,789,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\85. kinokuni hill and distant view of akasaka and the tameike pond.jpg,783,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\86. naitō shinjuku in yotsuya.jpg,793,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\87. benten shrine at the inokashira pond.jpg,786,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\88. takinogawa in ōji.jpg,600,900,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\89. moon pine in ueno.jpg,787,1200,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\9. yatsukōji, inside sujikai gate.jpg",790,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\90. night view of saruwaka machi.jpg,604,898,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\91. in the akiba shrine at ukeji.jpg,591,899,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\92. mokuboji temple and vegetable fields on uchigawa inlet.jpg,804,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\93. niijuku ferry.jpg,793,1200,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\94. the maple trees at mama, the tekona shrine and tsugihashi bridge.jpg",783,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\95. view of kōnodai and the tone river.jpg,792,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\96. horie and nekozane.jpg,782,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\97. five pines and the onagi canal.jpg,786,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\98. fireworks by ryōgoku bridge.jpg,780,1200,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\99. kinryūzan temple in asakusa.jpg,544,800,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\a beauty holding a ball.jpg,673,1000,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\a beauty with a face brush.jpg,2670,2059,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\a bowl of lip rouge.jpg,1194,1364,
D:/Thesis/realism_data/Ukiyo-e\a bride is on her way with her maid.jpg,4014,2897,
D:/Thesis/realism_data/Ukiyo-e\a bridge across a deep gorge.jpg,1629,3693,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a bust portrait of a beauty.jpg,582,456,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\a cat dressed as a woman tapping the head of an octopus.jpg,1582,2322,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a colored version of the big wave.jpg,2950,2036,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a comic pusuits of ladies.jpg,1200,1003,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\a couple locked in an embrace.jpg,1894,1293,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a couple.jpg,1000,683,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\a crab on the seashore.jpg,709,800,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\a depiction of sun wukong wielding his staff.jpg,336,585,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\a ferry boat on the sumida river.jpg,923,1024,"(240, 240)"
D:/Thesis/realism_data/Ukiyo-e\a fierce depiction of uesugi kenshin seated.jpg,1251,1721,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\a geisha in her lover`s room.jpg,484,742,
"D:/Thesis/realism_data/Ukiyo-e\a good time to open the storehouse kurabiki yoshi, from the series series for the hanazono group hanazono bantsuzuki.jpg",1319,1500,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\a hand puppet.jpg,1446,1634,
D:/Thesis/realism_data/Ukiyo-e\a lacquered washbasin and ewer.jpg,2190,2526,
D:/Thesis/realism_data/Ukiyo-e\a leather pouch with kagami.jpg,1436,1598,
D:/Thesis/realism_data/Ukiyo-e\a man confronted with an apparition of the fox goddess.jpg,1841,2621,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a man interrupts woman combing her long hair.jpg,750,511,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\a man is watching a beautiful woman.jpg,4032,2864,
D:/Thesis/realism_data/Ukiyo-e\a man.jpg,1944,2929,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a married man and a spinster.jpg,750,503,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\a married woman in the meiji period.jpg,553,800,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\a mean man will kill a woman with his sword.jpg,4054,2830,
D:/Thesis/realism_data/Ukiyo-e\a merchant making up the account.jpg,2174,1500,
"D:/Thesis/realism_data/Ukiyo-e\a monkey trainer performing at a noblemans house,.jpg",638,393,"(1016, 1016)"
D:/Thesis/realism_data/Ukiyo-e\a monster rat from the raigo ajari kaisoden.jpg,700,524,
D:/Thesis/realism_data/Ukiyo-e\a mountainous landscape with a stream.jpg,800,601,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\a mouse as a monk.jpg,1024,685,"(240, 240)"
D:/Thesis/realism_data/Ukiyo-e\a person as a person should be.jpg,2098,3149,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\a portrait of the courtesan kashiko of tsuruya.jpg,690,1000,"(0, 0)"
"D:/Thesis/realism_data/Ukiyo-e\a print depicting sakanoue no tamuraro, commanding in the middle of battle.jpg",511,759,"(356, 356)"
D:/Thesis/realism_data/Ukiyo-e\a record of origins of the great country of japan.jpg,1850,1257,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a samurai overwhelming a giant serpent.jpg,2499,3258,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a scene from the 'poem of the pillow'.jpg,976,624,
"D:/Thesis/realism_data/Ukiyo-e\a scene of a shinto shrine dance, kagura.jpg",4075,2893,
D:/Thesis/realism_data/Ukiyo-e\a scene of journey to the west.jpg,410,600,
D:/Thesis/realism_data/Ukiyo-e\a scene on the bridge and beld.jpg,510,800,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\a scene on the bridge.jpg,515,800,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\a seated woman sewing a kimono.jpg,1146,1712,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a shapeshifting cat.jpg,880,416,
D:/Thesis/realism_data/Ukiyo-e\a shrine among trees on a moor.jpg,2687,1747,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a snowstorm at kinryozan temple.jpg,2424,1569,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a snowy gorge.jpg,1188,3628,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a street prostitute.jpg,1250,3577,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a vision of shitamachi.jpg,759,819,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\a well educated boy pays respect to an older man.jpg,4074,2887,
D:/Thesis/realism_data/Ukiyo-e\a woman ghost appeared from a well.jpg,1897,2617,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\a woman in shinto shrine has a stick with a lot of paper leaves.jpg,4053,2880,
D:/Thesis/realism_data/Ukiyo-e\a woman makes a cursing ritual ceremony.jpg,4041,2899,
D:/Thesis/realism_data/Ukiyo-e\a woman watches two children.jpg,645,970,
D:/Thesis/realism_data/Ukiyo-e\a young woman from kansei period playing with her cat.jpg,831,1199,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\actor as nikki danjo.jpg,614,873,
D:/Thesis/realism_data/Ukiyo-e\actor bando mitsugoro iii as ko no moronao.jpg,600,894,
D:/Thesis/realism_data/Ukiyo-e\actor bando mitsugoro iii as seigen.jpg,600,874,
"D:/Thesis/realism_data/Ukiyo-e\actor ichikawa ebijuro, seated on floor with shamisen at his feet.jpg",645,956,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\actor ichikawa yaozo iii as a courtesan's attendant.jpg,3509,3754,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\actor in role.jpg,408,633,"(96, 96)"
"D:/Thesis/realism_data/Ukiyo-e\actor nakamura kumetaro ii as minato, the wife of yura hyogonosuke.jpg",1839,3832,"(150, 150)"
"D:/Thesis/realism_data/Ukiyo-e\actor nakayama tomisaburō i as ohisa, wife of sazanami tatsugorō, actually teriha, the younger sister of abe sadatō hosoban.jpg",512,1116,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\actor onoe eizaburo i as a magician with a giant toad.jpg,600,892,
D:/Thesis/realism_data/Ukiyo-e\actor sakakiyama sangoro ii as michinaga's daughter princess otae.jpg,899,1879,"(150, 150)"
"D:/Thesis/realism_data/Ukiyo-e\actor sakakiyama sangorō ii as princess odae, daughter of michinaga in the play otokoyama oedo no ishizue.jpg",899,1879,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\actor segawa tomisaburo ii as the courtesan toyama and actor ichikawa kurizo as higashiyama yoshiwakamaru.jpg,1754,3758,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\actor segawa tomisaburo ii as the geisha asaka.jpg,1706,3758,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\actor yamashita kinsaku ii as sadato's wife iwate.jpg,1779,3749,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\actor.jpg,563,768,
D:/Thesis/realism_data/Ukiyo-e\actors.jpg,2179,1569,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\admiring a lantern with a painted landscape.jpg,1125,1600,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\aihara esuke munefusa.jpg,1123,1600,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\akashi moon harima province.jpg,419,600,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\akashi.jpg,769,1024,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\alighting geese at massaki.jpg,687,469,
D:/Thesis/realism_data/Ukiyo-e\all night under mosquito net.jpg,1204,600,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\along the shore of yènoshim.jpg,500,768,
D:/Thesis/realism_data/Ukiyo-e\ama no hashidate in tango province.jpg,768,591,
D:/Thesis/realism_data/Ukiyo-e\amakasu omi no kami.jpg,2438,3587,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\amanohashidate peninsula in tango province.jpg,553,800,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\amaterasu ōmikami appearing from the cave.jpg,537,801,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\amorous couple.jpg,768,498,
D:/Thesis/realism_data/Ukiyo-e\amusements of the first snowfall.jpg,1600,792,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\an allegory of komachi visiting.jpg,706,1024,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\an old woman.jpg,4049,2896,
D:/Thesis/realism_data/Ukiyo-e\an older woman hits another woman with her shoe.jpg,4072,2894,
D:/Thesis/realism_data/Ukiyo-e\animals dyeing fabrics.jpg,2959,2339,"(400, 400)"
D:/Thesis/realism_data/Ukiyo-e\animated gourd.jpg,673,518,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\announcement of a farewell performance of bando mitsugoro.jpg,768,294,
D:/Thesis/realism_data/Ukiyo-e\apparition of the monstrous cat.jpg,3308,1577,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\arashi ryūzō and morita kan'ya viii.jpg,800,630,"(72.0, 72.0)"
D:/Thesis/realism_data/Ukiyo-e\arashi ryūzō i as ishibe kinkichi in the play hana ayame bunroku soga.jpg,2715,3997,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\arashi ryūzō ii as ōtomo yamanushi.jpg,785,1600,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\ariwara no yukihira.jpg,787,605,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\asakusa honganji temple in th eastern capital.jpg,4282,2848,"(26, 20)"
D:/Thesis/realism_data/Ukiyo-e\ashida.jpg,800,521,"(300, 300)"
"D:/Thesis/realism_data/Ukiyo-e\at first glance he looks very fiarce, but he's really a nice person.jpg",2149,3109,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\at the shore of the sumida river.jpg,2716,1929,
D:/Thesis/realism_data/Ukiyo-e\autumn flowers in front of full moon.jpg,798,600,
D:/Thesis/realism_data/Ukiyo-e\autumn grasses in moonlight.jpg,636,342,"(600, 600)"
"D:/Thesis/realism_data/Ukiyo-e\autumn moon at tamagawa, two boats fishing at night.jpg",750,507,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\autumn moon over atago hill atagosan no aki no tsuki from the series eight views of edo.jpg,1220,816,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\autumn.jpg,3338,1463,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\awabi divers.jpg,928,638,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\baika kougetuzu.jpg,500,918,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\baika shokinzu.jpg,500,911,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\baku.jpg,460,656,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\bamboo in the wind.jpg,592,551,"(72.0, 72.0)"
D:/Thesis/realism_data/Ukiyo-e\bamboo shoots.jpg,1020,1146,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\bando hikosaburō iii in the role of obi-ya chōeimon and iwai hanshirō iv in the role of shinano-ya ohan.jpg,1920,2883,"(600, 600)"
D:/Thesis/realism_data/Ukiyo-e\bandō hikosaburō iii as godai saburō chikatada.jpg,1512,3268,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\bandō hikosaburō iii as kudōzaemon suketsune.jpg,1628,3270,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\bandō hikosaburō iii as obiya chōemon.jpg,811,1600,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\bandō hikosaburō iii as sagisaka sanai in the play koinyōbō somewake tazuna.jpg,2666,3947,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\bandō hikosaburō iii in the role of obiya chōemon and iwai hanshiro iv in the role of shinanoya ohan.jpg,2583,3782,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\bandō mitsugorō ii as ishii genzō in the play hana ayame bunroku soga.jpg,2624,3922,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\bandō mitsugorō ii as the farmer asakusa no jirōsaku.jpg,1915,3936,"(150, 150)"
D:/Thesis/realism_data/Ukiyo-e\bandō mitsugorō ii as the manservant kugahei.jpg,1737,2684,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\banners for the boys festival.jpg,2647,2057,"(350, 350)"
D:/Thesis/realism_data/Ukiyo-e\basho by hokusai.jpg,486,645,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\basket of eggplants from an untitled series of three lucky dreams.jpg,1268,1500,"(0, 0)"
D:/Thesis/realism_data/Ukiyo-e\bay at kominato in awa province.jpg,546,800,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\bay of noboto.jpg,4472,2976,"(29, 22)"
D:/Thesis/realism_data/Ukiyo-e\beautiful oiran.jpg,396,600,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\beautiful woman.jpg,548,800,"(96, 96)"
D:/Thesis/realism_data/Ukiyo-e\beauty and shamisen.jpg,1033,1400,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\beauty and sumida river - edo meisho bijin awase.jpg,702,1000,"(72, 72)"
D:/Thesis/realism_data/Ukiyo-e\beauty at toilet.jpg,600,938,
"D:/Thesis/realism_data/Ukiyo-e\beauty, ghost and hero.jpg",598,900,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\before the window.jpg,580,406,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\beneath the stairs.jpg,580,431,"(300, 300)"
D:/Thesis/realism_data/Ukiyo-e\benkei and the plum tree.jpg,1335,1500,"(0, 0)"
