Filename,Width,Height,DPI Information
D:/Thesis/realism_data/baroque\breakfast.jpg,1127,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\bull.jpg,1011,650,"(96, 96)"
D:/Thesis/realism_data/baroque\burial of saint lucy.jpg,2024,2469,"(96, 96)"
D:/Thesis/realism_data/baroque\bust of camilla barberini nee barbadori.jpg,719,1000,"(600, 600)"
D:/Thesis/realism_data/baroque\butcher's shop.jpg,780,532,"(300, 300)"
D:/Thesis/realism_data/baroque\cadmus slays the dragon.jpg,1643,1241,"(17, 17)"
D:/Thesis/realism_data/baroque\calling of saint matthew.jpg,1283,1200,"(150, 150)"
D:/Thesis/realism_data/baroque\cambyses commanding the flaying of judge sisamnes.jpg,2100,1606,"(300, 300)"
D:/Thesis/realism_data/baroque\cardsharps.jpg,800,568,"(300, 300)"
D:/Thesis/realism_data/baroque\cartoon for the frankfurt butcher philipp mohr and his wife catherine.jpg,1780,2796,
D:/Thesis/realism_data/baroque\ceres at the cottage.jpg,2501,2806,
D:/Thesis/realism_data/baroque\ceres at the house of hecuba.jpg,3218,4000,"(200, 200)"
D:/Thesis/realism_data/baroque\ceres changes stellio into a lizard.jpg,2453,3892,"(72, 72)"
D:/Thesis/realism_data/baroque\charity.jpg,2536,3021,"(96, 96)"
D:/Thesis/realism_data/baroque\charles de l'écluse.jpg,2341,3378,"(300, 300)"
"D:/Thesis/realism_data/baroque\charles the bold, duke of burgundy.jpg",667,779,"(72, 72)"
D:/Thesis/realism_data/baroque\charles v in armour.jpg,850,1122,"(300, 300)"
D:/Thesis/realism_data/baroque\christ among the doctors.jpg,480,393,"(72, 72)"
D:/Thesis/realism_data/baroque\christ and mary magdalene.jpg,266,300,
D:/Thesis/realism_data/baroque\christ at the column.jpg,1030,791,"(300, 300)"
D:/Thesis/realism_data/baroque\christ before caiaphas.jpg,480,364,"(72, 72)"
D:/Thesis/realism_data/baroque\christ carrying the cross.jpg,3652,2819,"(150, 150)"
D:/Thesis/realism_data/baroque\christ comes as a gardener to three marys.jpg,494,600,"(96, 96)"
D:/Thesis/realism_data/baroque\christ crowned with thorns.jpg,480,447,"(72, 72)"
D:/Thesis/realism_data/baroque\christ derided.jpg,564,453,"(72, 72)"
D:/Thesis/realism_data/baroque\christ in glory.jpg,882,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\christ in the garden of gethsemane the agony in the garden.jpg,2387,2457,
D:/Thesis/realism_data/baroque\christ on the mount of olives.jpg,933,620,"(300, 300)"
D:/Thesis/realism_data/baroque\christ resurrected.jpg,989,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\christ seated on the cold stone.jpg,2664,3650,"(72, 72)"
D:/Thesis/realism_data/baroque\christ washing the apostles feet.jpg,1600,1055,"(300, 300)"
"D:/Thesis/realism_data/baroque\christ wearing the crown of thorns, supported by angels.jpg",1300,1088,"(300, 300)"
D:/Thesis/realism_data/baroque\christoffel plantin.jpg,703,1022,"(300, 300)"
D:/Thesis/realism_data/baroque\coastal landscape.jpg,1061,706,"(300, 300)"
D:/Thesis/realism_data/baroque\conversion of saint paul.jpg,731,900,"(300, 300)"
D:/Thesis/realism_data/baroque\conversion on the way to damascus.jpg,6711,8817,
"D:/Thesis/realism_data/baroque\copy of battle of anghiari, the lost painting by leonardo da vinci.jpg",1179,857,
D:/Thesis/realism_data/baroque\coronation of the virgin with saints joseph and francis of assisi.jpg,3196,4319,
"D:/Thesis/realism_data/baroque\coronation of the virgin with st. catherine of alexandria, st. john the evangelist, st. john the baptist.jpg",1844,2448,"(72, 72)"
D:/Thesis/realism_data/baroque\corpse of christ.jpg,1300,1030,
D:/Thesis/realism_data/baroque\count william iii of holland permitting the beheading of his bailiff.jpg,2100,1622,"(300, 300)"
D:/Thesis/realism_data/baroque\crowning with thorns.jpg,881,1216,"(72, 72)"
D:/Thesis/realism_data/baroque\crucifixion of saint andrew.jpg,904,1200,
D:/Thesis/realism_data/baroque\crucifixion of saint peter.jpg,2024,2659,"(96, 96)"
D:/Thesis/realism_data/baroque\crucifixion of st. peter.jpg,1576,2887,"(96, 96)"
D:/Thesis/realism_data/baroque\crucifixion.jpg,300,453,"(96, 96)"
D:/Thesis/realism_data/baroque\cupid making his bow.jpg,948,1300,"(300, 300)"
D:/Thesis/realism_data/baroque\cymon and iphigenia.jpg,500,361,"(0, 0)"
D:/Thesis/realism_data/baroque\danae.jpg,1378,1080,"(72, 72)"
D:/Thesis/realism_data/baroque\daniel in the lion's den.jpg,1012,679,"(600, 600)"
D:/Thesis/realism_data/baroque\david and goliath.jpg,1835,2440,"(72, 72)"
D:/Thesis/realism_data/baroque\david with the head of goliath.jpg,2024,2551,"(96, 96)"
D:/Thesis/realism_data/baroque\death of adonis.jpg,587,800,"(96, 96)"
D:/Thesis/realism_data/baroque\decius mus addressing the legions.jpg,816,780,"(96, 96)"
D:/Thesis/realism_data/baroque\democritus.jpg,400,1149,"(300, 300)"
D:/Thesis/realism_data/baroque\denial of saint peter.jpg,949,708,"(350, 350)"
D:/Thesis/realism_data/baroque\descent from the cross - triptych.jpg,5000,2928,
D:/Thesis/realism_data/baroque\descent from the cross centre panel.jpg,957,1320,"(300, 300)"
D:/Thesis/realism_data/baroque\descent from the cross left wing.jpg,519,1446,"(300, 300)"
D:/Thesis/realism_data/baroque\descent from the cross outside left panel.jpg,601,1556,"(300, 300)"
D:/Thesis/realism_data/baroque\descent from the cross outside right panel.jpg,605,1596,"(300, 300)"
D:/Thesis/realism_data/baroque\descent from the cross right wing.jpg,520,1448,"(300, 300)"
D:/Thesis/realism_data/baroque\descent from the cross.jpg,1664,2508,"(240, 240)"
D:/Thesis/realism_data/baroque\diana and her nymphs at the hunt.jpg,1030,714,"(300, 300)"
D:/Thesis/realism_data/baroque\diana discovers callisto's pregnancy.jpg,2772,1892,"(72, 72)"
D:/Thesis/realism_data/baroque\diana presentig the catch to pan.jpg,1420,950,"(300, 300)"
D:/Thesis/realism_data/baroque\diana returning from hunt.jpg,1278,950,"(300, 300)"
D:/Thesis/realism_data/baroque\dog.jpg,350,400,"(0, 0)"
D:/Thesis/realism_data/baroque\drunken silenus.jpg,1126,1100,"(300, 300)"
D:/Thesis/realism_data/baroque\dutch ships ramming spanish galleys off the flemish coast in october 1602.jpg,1280,996,"(72, 72)"
D:/Thesis/realism_data/baroque\dying adonis.jpg,3577,3578,"(84, 84)"
D:/Thesis/realism_data/baroque\ecce homo.jpg,883,970,"(300, 300)"
D:/Thesis/realism_data/baroque\el alma bienaventurada.jpg,2362,2937,"(96, 96)"
D:/Thesis/realism_data/baroque\el alma en pena.jpg,2352,2952,"(96, 96)"
D:/Thesis/realism_data/baroque\elegant company dining in the open air.jpg,1280,729,"(0, 0)"
D:/Thesis/realism_data/baroque\elisabeth of valois.jpg,800,1349,"(1.0, 1.0)"
D:/Thesis/realism_data/baroque\emperor charles v on horseback.jpg,840,1300,"(300, 300)"
D:/Thesis/realism_data/baroque\emperor theodosius forbidden by st ambrose to enter milan cathedral.jpg,800,1049,"(300, 300)"
D:/Thesis/realism_data/baroque\encuentro del nazareno con su madre.jpg,800,618,"(300, 300)"
D:/Thesis/realism_data/baroque\enterro de santa lucia.jpg,755,1024,"(72, 72)"
D:/Thesis/realism_data/baroque\entombment of christ.jpg,574,864,"(72, 72)"
D:/Thesis/realism_data/baroque\entombment.jpg,1112,1600,"(72, 72)"
D:/Thesis/realism_data/baroque\equestrian portrait of giancarlo doria.jpg,700,1077,
D:/Thesis/realism_data/baroque\equestrian portrait of the duke of lerma.jpg,850,1200,"(96, 96)"
D:/Thesis/realism_data/baroque\erminia finds the wounded tancred.jpg,1060,803,"(300, 300)"
D:/Thesis/realism_data/baroque\esther and ahasuerus.jpg,754,769,"(100, 100)"
D:/Thesis/realism_data/baroque\eve.jpg,1679,2209,"(72, 72)"
D:/Thesis/realism_data/baroque\face a woman turned towards the right.jpg,1880,2613,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\fantastic mountain landscape.jpg,1050,750,"(300, 300)"
D:/Thesis/realism_data/baroque\farm at laken.jpg,1196,800,"(96, 96)"
D:/Thesis/realism_data/baroque\farm in landscape.jpg,1186,761,"(150, 150)"
D:/Thesis/realism_data/baroque\farm near frozen river with skaters on the ice.jpg,1259,738,"(300, 300)"
D:/Thesis/realism_data/baroque\fish-shop.jpg,700,460,"(72, 72)"
D:/Thesis/realism_data/baroque\fishing for souls.jpg,1955,1032,"(72, 72)"
D:/Thesis/realism_data/baroque\flagellation of christ.jpg,808,1020,"(350, 350)"
D:/Thesis/realism_data/baroque\flask skaters and players on the ice in the farmyards.jpg,868,512,"(350, 350)"
D:/Thesis/realism_data/baroque\forest landscape.jpg,1100,1385,"(71.12, 71.12)"
D:/Thesis/realism_data/baroque\frieze with ambassadors and spectators detail.jpg,1500,814,"(300, 300)"
D:/Thesis/realism_data/baroque\frozen river with skaters near a farmhouse.jpg,888,510,"(350, 350)"
D:/Thesis/realism_data/baroque\game stall.jpg,1243,746,"(300, 300)"
D:/Thesis/realism_data/baroque\ganimede.jpg,450,450,
D:/Thesis/realism_data/baroque\gefangennahme christi.jpg,1786,1148,"(200, 200)"
D:/Thesis/realism_data/baroque\generosity of scipio.jpg,1028,663,"(100, 100)"
"D:/Thesis/realism_data/baroque\giovanni gabrielli, 'il sivello'.jpg",307,400,"(0, 0)"
D:/Thesis/realism_data/baroque\girl with fan.jpg,528,694,"(72, 72)"
D:/Thesis/realism_data/baroque\glorification of the cross.jpg,1074,1457,"(96.0, 96.0)"
"D:/Thesis/realism_data/baroque\hairy harry, mad peter and tiny amon.jpg",1332,1000,"(300, 300)"
D:/Thesis/realism_data/baroque\hasekura tsunenaga in rome.jpg,1280,1851,"(300.0, 300.0)"
D:/Thesis/realism_data/baroque\head of a faun in a concave.jpg,404,390,"(0, 0)"
D:/Thesis/realism_data/baroque\head of a franciscan friar.jpg,752,902,"(300, 300)"
D:/Thesis/realism_data/baroque\head of a girl.jpg,781,1000,"(150, 150)"
D:/Thesis/realism_data/baroque\head of a man.jpg,854,946,"(300, 300)"
D:/Thesis/realism_data/baroque\head of a robber.jpg,708,850,"(300, 300)"
D:/Thesis/realism_data/baroque\head of medusa.jpg,7264,3883,"(96, 96)"
D:/Thesis/realism_data/baroque\hearing.jpg,1920,1145,"(96, 96)"
D:/Thesis/realism_data/baroque\hercules and deianira.jpg,650,867,"(600, 600)"
D:/Thesis/realism_data/baroque\hero and leander.jpg,1000,771,"(72, 72)"
D:/Thesis/realism_data/baroque\hippopotamus and crocodile hunt.jpg,1003,774,"(300, 300)"
D:/Thesis/realism_data/baroque\holy family with st. john the baptist.jpg,2900,3648,"(180, 180)"
D:/Thesis/realism_data/baroque\holy women at christ' s tomb.jpg,1250,1040,"(150, 150)"
D:/Thesis/realism_data/baroque\homage to pomona.jpg,2340,1980,"(72, 72)"
D:/Thesis/realism_data/baroque\hommage to diana.jpg,622,937,"(300, 300)"
D:/Thesis/realism_data/baroque\hunter with two dogs.jpg,779,1276,"(350, 350)"
D:/Thesis/realism_data/baroque\hunting.jpg,1454,768,
"D:/Thesis/realism_data/baroque\hygeia, goddess of health.jpg",800,1109,"(300, 300)"
D:/Thesis/realism_data/baroque\ice landscape.jpg,5796,3349,"(96, 96)"
D:/Thesis/realism_data/baroque\ice on the moat entertainment.jpg,1920,1114,"(96, 96)"
D:/Thesis/realism_data/baroque\ijsgezicht bij een brouwerij.jpg,6572,4231,"(72, 72)"
D:/Thesis/realism_data/baroque\il contento.jpg,3200,2319,"(100, 100)"
D:/Thesis/realism_data/baroque\incredulity of saint thomas.jpg,798,588,"(300, 300)"
D:/Thesis/realism_data/baroque\inmaculate conception.jpg,400,578,"(72, 72)"
D:/Thesis/realism_data/baroque\inspiration of saint matthew.jpg,5000,7825,
"D:/Thesis/realism_data/baroque\isabella 1566-1633, regent of the low countries.jpg",651,972,"(72, 72)"
"D:/Thesis/realism_data/baroque\isabella brandt, first wife.jpg",1037,1400,"(300, 300)"
D:/Thesis/realism_data/baroque\italian scientist ulisse aldrovandi.jpg,351,500,"(96, 96)"
D:/Thesis/realism_data/baroque\jacob's dream.jpg,5109,3803,"(96, 96)"
D:/Thesis/realism_data/baroque\jacobus zaffius.jpg,825,1101,"(300, 300)"
"D:/Thesis/realism_data/baroque\jan miraeus, 4th bisshop of antwerp.jpg",852,1023,"(102, 102)"
D:/Thesis/realism_data/baroque\jesus walking on the sea of galilee.jpg,1024,730,"(96, 96)"
D:/Thesis/realism_data/baroque\john the baptist reclining baptist.jpg,500,289,"(100, 100)"
D:/Thesis/realism_data/baroque\john the baptist.jpg,382,577,
D:/Thesis/realism_data/baroque\josephus before emperor vespasian.jpg,4008,6173,"(72, 72)"
D:/Thesis/realism_data/baroque\judgment of solomon.jpg,2100,1595,"(300, 300)"
D:/Thesis/realism_data/baroque\judith and holofernes.jpg,390,470,"(72, 72)"
D:/Thesis/realism_data/baroque\judith beheading holofernes.jpg,1444,1200,
D:/Thesis/realism_data/baroque\judith with the head of holofernes.jpg,1020,1062,"(300, 300)"
D:/Thesis/realism_data/baroque\julie with an athlete.jpg,626,852,"(600, 600)"
D:/Thesis/realism_data/baroque\juno and argus.jpg,1226,992,"(72, 72)"
D:/Thesis/realism_data/baroque\jupiter and antiope.jpg,574,400,"(0, 0)"
D:/Thesis/realism_data/baroque\jupiter and callisto.jpg,1416,950,"(300, 300)"
D:/Thesis/realism_data/baroque\jupiter and juno.jpg,425,465,"(150, 150)"
D:/Thesis/realism_data/baroque\jupiter and mercury at philemon and baucis.jpg,2690,2000,"(300, 300)"
D:/Thesis/realism_data/baroque\jupiter i merkury u filemona i baucis.jpg,967,623,"(200, 200)"
"D:/Thesis/realism_data/baroque\jupiter, neptune and pluto.jpg",667,1320,"(300, 300)"
D:/Thesis/realism_data/baroque\king saul.jpg,3404,5342,"(150, 150)"
D:/Thesis/realism_data/baroque\kitchen scene with the supper in emmaus.jpg,800,410,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\kitchen still life.jpg,993,550,"(300, 300)"
D:/Thesis/realism_data/baroque\la bataille entre les amazones et les grecs.jpg,1169,792,"(72, 72)"
D:/Thesis/realism_data/baroque\la magdalena penitente.jpg,3071,1192,"(300, 300)"
D:/Thesis/realism_data/baroque\la sainte famille.jpg,485,600,"(72, 72)"
D:/Thesis/realism_data/baroque\lament of christ.jpg,1250,951,"(300, 300)"
D:/Thesis/realism_data/baroque\lamentation christ on the straw.jpg,900,1319,"(300, 300)"
D:/Thesis/realism_data/baroque\lamentation of christ.jpg,1228,850,"(300, 300)"
D:/Thesis/realism_data/baroque\lamentation over the dead christ.jpg,1000,797,"(150, 150)"
D:/Thesis/realism_data/baroque\landscape with a marsh.jpg,1031,750,"(300, 300)"
D:/Thesis/realism_data/baroque\landscape with a wayfarer.jpg,1845,1248,"(96, 96)"
D:/Thesis/realism_data/baroque\landscape with bathers.jpg,800,657,"(72, 72)"
D:/Thesis/realism_data/baroque\landscape with bathing nymph.jpg,3358,2329,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\landscape with boats on a river.jpg,1100,850,"(300, 300)"
D:/Thesis/realism_data/baroque\landscape with building on top of a cliff and figures.jpg,2100,1604,"(96, 96)"
D:/Thesis/realism_data/baroque\landscape with farmhouse and barn on stilts at a water.jpg,881,515,"(350, 350)"
D:/Thesis/realism_data/baroque\landscape with mercury and argus.jpg,1219,800,"(96, 96)"
D:/Thesis/realism_data/baroque\landscape with psyche and jupiter.jpg,1920,1413,"(96, 96)"
D:/Thesis/realism_data/baroque\landscape with roman ruins.jpg,1000,1041,"(300, 300)"
D:/Thesis/realism_data/baroque\landscape with ruins and shepherds with sheep.jpg,860,469,"(350, 350)"
D:/Thesis/realism_data/baroque\landscape with ruins.jpg,936,538,"(350, 350)"
D:/Thesis/realism_data/baroque\landscape with st. jerome and rocky crag.jpg,668,385,"(0, 0)"
D:/Thesis/realism_data/baroque\landscape with stag hunt.jpg,936,700,"(300, 300)"
D:/Thesis/realism_data/baroque\landscape with the ruins of mount palatine in rome.jpg,1243,850,"(300, 300)"
D:/Thesis/realism_data/baroque\landscape with the sacrifice of isaac.jpg,719,957,
D:/Thesis/realism_data/baroque\landscape with the temple of vesta in tivoli.jpg,1115,800,"(96, 96)"
D:/Thesis/realism_data/baroque\landscape with the toilet of venus.jpg,1003,900,"(300, 300)"
D:/Thesis/realism_data/baroque\landschaft mit sibyllentempel.jpg,1280,944,"(1200, 1200)"
D:/Thesis/realism_data/baroque\laocoon and his sons.jpg,982,1000,"(72, 72)"
D:/Thesis/realism_data/baroque\latona and the lycian peasants.jpg,1558,1144,"(72, 72)"
D:/Thesis/realism_data/baroque\le prévôt des marchands et les échevins de la ville de paris.jpg,833,650,"(300, 300)"
D:/Thesis/realism_data/baroque\leda and the swan.jpg,2265,1857,"(300, 300)"
D:/Thesis/realism_data/baroque\leiden university's anatomical theatre.jpg,2280,1950,"(300, 300)"
D:/Thesis/realism_data/baroque\les larmes de saint pierre.jpg,467,646,"(96.0, 96.0)"
"D:/Thesis/realism_data/baroque\lord, whither goest thou.jpg",909,1300,"(300, 300)"
D:/Thesis/realism_data/baroque\lot and his daughters after p. p. rubens.jpg,1201,1024,"(72, 72)"
D:/Thesis/realism_data/baroque\lot and his daughters fleeing sodom.jpg,2452,1973,"(72, 72)"
D:/Thesis/realism_data/baroque\lot and his daughters.jpg,5608,4089,"(96, 96)"
D:/Thesis/realism_data/baroque\madonna and child with saint john the baptist.jpg,464,599,
D:/Thesis/realism_data/baroque\madonna and child with saints francis and dominic and angels.jpg,2102,3722,"(150, 150)"
D:/Thesis/realism_data/baroque\madonna and child with st. anne.jpg,802,1122,"(300, 300)"
D:/Thesis/realism_data/baroque\madonna and child with the donors alexandre goubeau and his wife anne antoni.jpg,766,1100,"(300, 300)"
D:/Thesis/realism_data/baroque\madonna and child wreathed with flowers.jpg,421,600,"(96, 96)"
D:/Thesis/realism_data/baroque\madonna della vallicella.jpg,520,781,"(100, 100)"
D:/Thesis/realism_data/baroque\madonna in a garland of flowers.jpg,2250,2048,"(72.0, 72.0)"
D:/Thesis/realism_data/baroque\madonna of loreto.jpg,1576,2619,"(96, 96)"
D:/Thesis/realism_data/baroque\madonna of the rosary madonna del rosario.jpg,1576,2353,"(96, 96)"
D:/Thesis/realism_data/baroque\madonna with child and st. john the baptist.jpg,2250,2986,"(300, 300)"
D:/Thesis/realism_data/baroque\magdalena ante el sepulcro de cristo.jpg,1433,1920,"(96, 96)"
D:/Thesis/realism_data/baroque\magdalena penitente.jpg,500,750,"(72, 72)"
D:/Thesis/realism_data/baroque\man driving a donkey towards a bridge.jpg,874,496,"(350, 350)"
D:/Thesis/realism_data/baroque\man of sorrows with a chalice christ as redeemer.jpg,3142,3546,"(350.0, 350.0)"
D:/Thesis/realism_data/baroque\man with monkey.jpg,679,800,"(72, 72)"
D:/Thesis/realism_data/baroque\margareta snyders.jpg,611,800,"(96, 96)"
