Filename,Width,Height,DPI Information
D:/Thesis/realism_data/Academicism\a soul taken away by an angel.jpg,2016,2784,"(72, 72)"
D:/Thesis/realism_data/Academicism\a standing woman.jpg,313,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a state secret.jpg,791,1000,"(300, 300)"
"D:/Thesis/realism_data/Academicism\a still life with fruit, roses and a pitcher set on a marble ledge.jpg",1600,1130,"(72, 72)"
D:/Thesis/realism_data/Academicism\a study in yellow.jpg,860,2595,"(0, 0)"
D:/Thesis/realism_data/Academicism\a summer evening by lamp and by moonlight.jpg,370,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a summer night.jpg,3720,2142,
D:/Thesis/realism_data/Academicism\a sunlit street.jpg,563,666,"(72, 72)"
D:/Thesis/realism_data/Academicism\a sweet lady.jpg,1547,1955,"(300, 300)"
D:/Thesis/realism_data/Academicism\a tale of 1001 nights.jpg,800,542,"(600, 600)"
D:/Thesis/realism_data/Academicism\a terrace in capri.jpg,5373,2774,"(300, 300)"
"D:/Thesis/realism_data/Academicism\a thinker, a young roman monk.jpg",831,1048,"(0, 0)"
D:/Thesis/realism_data/Academicism\a third-rate entering port mahon.jpg,944,599,"(72, 72)"
D:/Thesis/realism_data/Academicism\a tricky choice.jpg,512,668,"(72, 72)"
D:/Thesis/realism_data/Academicism\a trieste flowergirl.jpg,514,700,"(96, 96)"
D:/Thesis/realism_data/Academicism\a tuscan beauty.jpg,397,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\a venetian bather.jpg,585,800,"(699, 699)"
D:/Thesis/realism_data/Academicism\a venetian beauty.jpg,2276,3200,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\a venetian flower girl.jpg,1064,1640,"(96, 96)"
D:/Thesis/realism_data/Academicism\a venus.jpg,433,1000,"(200, 200)"
D:/Thesis/realism_data/Academicism\a viennese beauty.jpg,693,1153,"(72, 72)"
D:/Thesis/realism_data/Academicism\a water nymph.jpg,1398,2000,"(180, 180)"
D:/Thesis/realism_data/Academicism\a watermelon and other fruit by an ornamental ewer.jpg,512,400,"(300, 300)"
D:/Thesis/realism_data/Academicism\a widow.jpg,342,427,"(0, 0)"
D:/Thesis/realism_data/Academicism\a woman with an urn.jpg,545,800,"(600, 600)"
D:/Thesis/realism_data/Academicism\a workbasket.jpg,583,800,"(400, 400)"
D:/Thesis/realism_data/Academicism\a young apple seller by candlelight.jpg,345,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a young beauty.jpg,747,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\a young girl by a pool.jpg,1600,1009,"(72, 72)"
D:/Thesis/realism_data/Academicism\a young girl holding flowers.jpg,512,876,"(20, 15)"
D:/Thesis/realism_data/Academicism\a young girl in profile.jpg,350,436,"(96, 96)"
D:/Thesis/realism_data/Academicism\a young italian beauty with a plate of oranges.jpg,468,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\a young peasant girl sleeping.jpg,640,390,"(300, 300)"
D:/Thesis/realism_data/Academicism\a young woman at candlelight.jpg,374,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a young woman by candlelight.jpg,355,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a young woman holding a feather.jpg,444,576,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\a young woman in a rose garden.jpg,635,1000,"(600, 600)"
"D:/Thesis/realism_data/Academicism\a young woman in breton costume, kneeling.jpg",366,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\a young woman knocking at the fisherman’s window.jpg,350,487,"(96, 96)"
D:/Thesis/realism_data/Academicism\a young woman with a fan.jpg,339,400,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\a young woman with a parasol.jpg,1177,1600,"(30, 30)"
D:/Thesis/realism_data/Academicism\abundance.jpg,2500,3500,"(72, 72)"
D:/Thesis/realism_data/Academicism\academic male back.jpg,443,584,"(96, 96)"
D:/Thesis/realism_data/Academicism\academic male.jpg,650,851,
D:/Thesis/realism_data/Academicism\academic nude.jpg,293,500,"(72.0, 72.0)"
D:/Thesis/realism_data/Academicism\academic study from life.jpg,1523,2048,
D:/Thesis/realism_data/Academicism\academic study of a male figure.jpg,3353,5361,
D:/Thesis/realism_data/Academicism\achille baraguey d'hilliers.jpg,531,796,"(72, 72)"
D:/Thesis/realism_data/Academicism\achilles and the body of patroclus.jpg,720,600,
D:/Thesis/realism_data/Academicism\achilles.jpg,5092,3947,
D:/Thesis/realism_data/Academicism\acme and septimius.jpg,904,905,"(72, 72)"
"D:/Thesis/realism_data/Academicism\actaea, the nymph of the shore.jpg",2801,1594,"(240, 240)"
D:/Thesis/realism_data/Academicism\adam and eve mourn the dead abel.jpg,850,835,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\adam and eve mourning the death of abel.jpg,1024,713,"(72, 72)"
D:/Thesis/realism_data/Academicism\adam et eve.jpg,1200,1072,"(180, 180)"
D:/Thesis/realism_data/Academicism\adela.jpg,368,610,"(1.0, 1.0)"
D:/Thesis/realism_data/Academicism\admiring beauty.jpg,1360,1998,"(72, 72)"
D:/Thesis/realism_data/Academicism\admiring herself.jpg,768,1024,"(96, 96)"
D:/Thesis/realism_data/Academicism\adolphe crémieux.jpg,298,360,
D:/Thesis/realism_data/Academicism\adolphe niel.jpg,414,636,"(96, 96)"
D:/Thesis/realism_data/Academicism\adolphus child and teen.jpg,1000,1431,"(600, 600)"
D:/Thesis/realism_data/Academicism\adoration of the golden calf.jpg,1024,653,"(0, 0)"
D:/Thesis/realism_data/Academicism\adoration of the shepherds.jpg,599,392,"(300, 300)"
D:/Thesis/realism_data/Academicism\adoration.jpg,1280,1010,"(97, 97)"
D:/Thesis/realism_data/Academicism\adornment fields.jpg,1900,2276,"(500, 500)"
D:/Thesis/realism_data/Academicism\aeneas saving his father through the flames of troy.jpg,472,538,"(0, 0)"
D:/Thesis/realism_data/Academicism\after bath nude of a woman.jpg,1798,2952,"(41, 41)"
D:/Thesis/realism_data/Academicism\after the bath.jpg,671,836,"(96, 96)"
D:/Thesis/realism_data/Academicism\after the festival.jpg,460,573,"(350, 350)"
D:/Thesis/realism_data/Academicism\after the masked ball.jpg,461,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\after the misdeed.jpg,685,568,
D:/Thesis/realism_data/Academicism\after the simoom.jpg,1088,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\age does not protect against stupidity.jpg,998,1300,"(72, 72)"
D:/Thesis/realism_data/Academicism\aggravation.jpg,861,1307,"(0, 0)"
D:/Thesis/realism_data/Academicism\aglaida and boniface.jpg,600,553,"(300, 300)"
D:/Thesis/realism_data/Academicism\agriculture.jpg,2500,3500,"(72, 72)"
D:/Thesis/realism_data/Academicism\ahmed ier bey.jpg,1728,2592,"(72, 72)"
D:/Thesis/realism_data/Academicism\aimé morot.jpg,2448,3264,"(72, 72)"
D:/Thesis/realism_data/Academicism\ajax and cassandra.jpg,993,2000,"(300, 300)"
D:/Thesis/realism_data/Academicism\albaydé.jpg,855,1048,"(0, 0)"
D:/Thesis/realism_data/Academicism\albrecht ii.jpg,870,2665,"(300.02479999999997, 300.02479999999997)"
D:/Thesis/realism_data/Academicism\alexander agassiz.jpg,1633,2400,
D:/Thesis/realism_data/Academicism\alexander of macedon trust's the doctor philip.jpg,1134,804,"(96, 96)"
D:/Thesis/realism_data/Academicism\alexander the great and porus.jpg,2860,1896,"(72, 72)"
D:/Thesis/realism_data/Academicism\alexandra feodorovna charlotte of prussia.jpg,1000,1364,"(300, 300)"
"D:/Thesis/realism_data/Academicism\alexandre dumas, fils.jpg",692,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\alexandre ferdinand parseval-deschenes.jpg,662,1027,"(96, 96)"
D:/Thesis/realism_data/Academicism\alfred bruyas.jpg,876,1050,"(0, 0)"
"D:/Thesis/realism_data/Academicism\alfred george edwards, archbishop of wales.jpg",990,1200,"(72, 72)"
"D:/Thesis/realism_data/Academicism\aline masson, with white mantilla.jpg",2512,3051,
D:/Thesis/realism_data/Academicism\allegorical figure of reality.jpg,881,750,
D:/Thesis/realism_data/Academicism\allegorical scene.jpg,2400,1782,"(96, 96)"
D:/Thesis/realism_data/Academicism\allegory of earth.jpg,499,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\allegory of fire.jpg,500,497,"(72, 72)"
D:/Thesis/realism_data/Academicism\allegory of grape harvest.jpg,1024,658,"(72, 72)"
D:/Thesis/realism_data/Academicism\allegory of spring.jpg,500,375,"(96, 96)"
D:/Thesis/realism_data/Academicism\allegory of summer.jpg,316,470,"(96.0, 96.0)"
D:/Thesis/realism_data/Academicism\allegory of the siege of paris.jpg,900,725,"(300, 300)"
D:/Thesis/realism_data/Academicism\allegory of the summer sketch.jpg,594,900,
D:/Thesis/realism_data/Academicism\alma parens.jpg,350,586,"(96, 96)"
D:/Thesis/realism_data/Academicism\alone in the world.jpg,375,567,"(96, 96)"
D:/Thesis/realism_data/Academicism\aman i mordecai.jpg,4325,2805,
D:/Thesis/realism_data/Academicism\amber.jpg,332,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\amiral de mackau 1788-1855.jpg,758,1158,"(96, 96)"
D:/Thesis/realism_data/Academicism\amor a psyché.jpg,3073,5000,
D:/Thesis/realism_data/Academicism\amor and psyche.jpg,528,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\amour.jpg,1176,1731,"(360, 283)"
D:/Thesis/realism_data/Academicism\amédée thierry.jpg,313,400,"(96, 96)"
D:/Thesis/realism_data/Academicism\an affectionate glance.jpg,467,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\an afternoon idyll.jpg,749,1000,"(150, 150)"
D:/Thesis/realism_data/Academicism\an afternoon rest.jpg,512,326,
D:/Thesis/realism_data/Academicism\an allegory.jpg,704,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\an arab dancer.jpg,280,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\an arab sheik.jpg,575,490,"(0, 0)"
D:/Thesis/realism_data/Academicism\an artist showing his work.jpg,683,900,"(300, 300)"
D:/Thesis/realism_data/Academicism\an athlete wrestling with a python.jpg,1944,2592,"(72, 72)"
D:/Thesis/realism_data/Academicism\an autumn idyll.jpg,2100,3563,"(300, 300)"
D:/Thesis/realism_data/Academicism\an egyptian peasant woman and her child.jpg,300,545,"(0, 0)"
D:/Thesis/realism_data/Academicism\an elegant beauty.jpg,770,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\an exotic beauty in an interior.jpg,774,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\an halberdier.jpg,701,800,"(96, 96)"
D:/Thesis/realism_data/Academicism\an idyll of marriage.jpg,512,331,"(300, 300)"
D:/Thesis/realism_data/Academicism\an idyll.jpg,634,700,"(200, 200)"
D:/Thesis/realism_data/Academicism\an interesting story.jpg,681,1000,"(72, 72)"
D:/Thesis/realism_data/Academicism\an interior with a maidservant by candlelight.jpg,538,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\an interior with an elegant lady in a white satin gown and a parrot.jpg,376,470,
D:/Thesis/realism_data/Academicism\an italian lady.jpg,644,800,"(300, 300)"
D:/Thesis/realism_data/Academicism\an italian mother with her child.jpg,316,400,"(96, 96)"
D:/Thesis/realism_data/Academicism\an old world wanderer.jpg,944,639,"(72, 72)"
D:/Thesis/realism_data/Academicism\an open book.jpg,385,490,"(300, 300)"
D:/Thesis/realism_data/Academicism\an oriental barbershop.jpg,1271,2088,"(300, 300)"
"D:/Thesis/realism_data/Academicism\anacreon, love and bacchus.jpg",1476,3224,"(72, 72)"
D:/Thesis/realism_data/Academicism\anacreon.jpg,2000,1442,"(400, 400)"
D:/Thesis/realism_data/Academicism\ancient rome. in a village.jpg,2046,1400,"(72, 72)"
D:/Thesis/realism_data/Academicism\and the sea gave up.jpg,2328,2328,"(72, 72)"
D:/Thesis/realism_data/Academicism\andromeda chained to a rock.jpg,559,800,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\andromeda.jpg,2769,4000,"(199, 199)"
D:/Thesis/realism_data/Academicism\angel of love.jpg,399,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\angel rolled the stone from the tomb.jpg,1024,687,"(0, 0)"
D:/Thesis/realism_data/Academicism\angels.jpg,1000,857,
D:/Thesis/realism_data/Academicism\anna passini on the balcony of palazzo priuli in venice.jpg,2476,3395,"(300.0, 300.0)"
"D:/Thesis/realism_data/Academicism\anna ónody, a dancer of the ballet choir of the national theater.jpg",463,580,
D:/Thesis/realism_data/Academicism\anne of denmark and james vi of scotland.jpg,564,478,
D:/Thesis/realism_data/Academicism\annunciation.jpg,1024,732,"(0, 0)"
"D:/Thesis/realism_data/Academicism\anthony ashley cooper, 7th earl of shaftesbury.jpg",2400,2956,"(72, 72)"
D:/Thesis/realism_data/Academicism\antigone.jpg,967,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\antoine henri jomini.jpg,2027,2527,"(300, 300)"
"D:/Thesis/realism_data/Academicism\antonio, from ''the marriage of figaro''.jpg",677,948,"(72, 72)"
D:/Thesis/realism_data/Academicism\apelles chooses his model.jpg,1000,697,"(0, 0)"
"D:/Thesis/realism_data/Academicism\apollo, hyacinthus and cyparis singing and playing.jpg",700,500,"(0, 0)"
D:/Thesis/realism_data/Academicism\apollo.jpg,944,547,"(72, 72)"
D:/Thesis/realism_data/Academicism\apparition of the madonna to bernadette of lourdes.jpg,579,899,
D:/Thesis/realism_data/Academicism\appearance of christ to the people.jpg,2304,1600,"(72, 72)"
D:/Thesis/realism_data/Academicism\appia antica near terracina.jpg,5861,3035,"(300, 300)"
D:/Thesis/realism_data/Academicism\apples.jpg,1800,2573,"(600, 600)"
D:/Thesis/realism_data/Academicism\approaching storm.jpg,564,585,
D:/Thesis/realism_data/Academicism\apricots.jpg,578,800,"(200, 200)"
D:/Thesis/realism_data/Academicism\apóstolo são paulo.jpg,376,450,"(96, 96)"
D:/Thesis/realism_data/Academicism\arab fiddler.jpg,325,500,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\archangel gabriel struck zechariah mute.jpg,603,403,"(96, 96)"
D:/Thesis/realism_data/Academicism\archduchess maria antonia of austria.jpg,718,1024,"(600, 600)"
D:/Thesis/realism_data/Academicism\ariadne on the island of naxos.jpg,746,584,"(1, 1)"
D:/Thesis/realism_data/Academicism\ariadne.jpg,1502,2000,"(96, 96)"
D:/Thesis/realism_data/Academicism\arion on a sea horse and bacchante on a panther pair.jpg,350,446,"(96, 96)"
D:/Thesis/realism_data/Academicism\arjuna and subhadra.jpg,497,754,"(0, 0)"
D:/Thesis/realism_data/Academicism\arranging flowers.jpg,362,480,"(0, 0)"
D:/Thesis/realism_data/Academicism\art and literature.jpg,1112,2123,"(300, 300)"
D:/Thesis/realism_data/Academicism\art and the jade.jpg,950,1566,"(96, 96)"
D:/Thesis/realism_data/Academicism\artist's workshop in rome..jpg,500,401,"(96, 96)"
D:/Thesis/realism_data/Academicism\artists at cafe greco in rome.jpg,1024,805,"(72, 72)"
D:/Thesis/realism_data/Academicism\aspasia.jpg,454,600,"(0, 0)"
"D:/Thesis/realism_data/Academicism\assassination of henry i, duke of guise.jpg",1000,546,"(315, 315)"
D:/Thesis/realism_data/Academicism\assassination of julius caesar.jpg,2420,1716,"(72, 72)"
D:/Thesis/realism_data/Academicism\assault.jpg,1684,2495,"(600, 600)"
D:/Thesis/realism_data/Academicism\asterié.jpg,3601,4639,
D:/Thesis/realism_data/Academicism\at low tide.jpg,295,431,"(72, 72)"
D:/Thesis/realism_data/Academicism\at the carnival.jpg,1000,638,"(96, 96)"
D:/Thesis/realism_data/Academicism\at the edge of the brook.jpg,2430,3367,"(300, 300)"
D:/Thesis/realism_data/Academicism\at the fair.jpg,563,436,"(72, 72)"
D:/Thesis/realism_data/Academicism\at the fountain.jpg,479,600,"(95.9866, 95.9866)"
D:/Thesis/realism_data/Academicism\at the inn.jpg,1020,754,
"D:/Thesis/realism_data/Academicism\at the poultry stall on the groenmarkt, the hagu.jpg",355,470,"(72, 72)"
D:/Thesis/realism_data/Academicism\at the reception of the pope.jpg,1000,766,"(0, 0)"
D:/Thesis/realism_data/Academicism\at the seaside.jpg,350,550,"(96, 96)"
D:/Thesis/realism_data/Academicism\at the source the nymph in the woods.jpg,467,600,"(96, 96)"
D:/Thesis/realism_data/Academicism\at the spring.jpg,350,558,"(96, 96)"
"D:/Thesis/realism_data/Academicism\at the theatre, budapest.jpg",613,793,
D:/Thesis/realism_data/Academicism\at the well.jpg,2573,3200,"(300.0, 300.0)"
D:/Thesis/realism_data/Academicism\athaulf.jpg,1839,2952,"(300, 300)"
D:/Thesis/realism_data/Academicism\august with family.jpg,1000,691,"(0, 0)"
D:/Thesis/realism_data/Academicism\auguste au tombeau d'alexandre.jpg,826,640,"(96, 96)"
D:/Thesis/realism_data/Academicism\auguste regnaud de saint jean d'angély.jpg,810,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\aurora.jpg,400,384,"(0, 0)"
D:/Thesis/realism_data/Academicism\autumn flowers.jpg,645,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\autumn.jpg,3302,3994,
D:/Thesis/realism_data/Academicism\ave maria.jpg,500,340,"(96, 96)"
D:/Thesis/realism_data/Academicism\away from home.jpg,377,647,"(96, 96)"
D:/Thesis/realism_data/Academicism\azaleas.jpg,501,1000,"(300, 300)"
D:/Thesis/realism_data/Academicism\a moment of rest.jpg,1119,2334,"(600, 600)"
D:/Thesis/realism_data/Academicism\baccants returning home.jpg,675,449,"(72, 72)"
D:/Thesis/realism_data/Academicism\bacchanalia.jpg,750,378,"(96, 96)"
D:/Thesis/realism_data/Academicism\bacchante on a panther.jpg,380,244,"(72, 72)"
D:/Thesis/realism_data/Academicism\bacchante playing with a goat.jpg,1000,626,
D:/Thesis/realism_data/Academicism\bacchante.jpg,503,700,"(72, 72)"
D:/Thesis/realism_data/Academicism\bacchus and anacreon love.jpg,2569,1752,"(300, 300)"
D:/Thesis/realism_data/Academicism\bacchus.jpg,394,300,"(72, 72)"
D:/Thesis/realism_data/Academicism\back fields.jpg,350,629,"(96, 96)"
D:/Thesis/realism_data/Academicism\back from dance.jpg,710,1000,"(600, 600)"
D:/Thesis/realism_data/Academicism\baigneuse.jpg,1178,2427,"(600, 600)"
D:/Thesis/realism_data/Academicism\bakchanálie.jpg,5000,4354,
D:/Thesis/realism_data/Academicism\balcony.jpg,347,500,"(72, 72)"
D:/Thesis/realism_data/Academicism\baptism of christ.jpg,385,590,"(96, 96)"
D:/Thesis/realism_data/Academicism\baptism of prince vladimir.jpg,1796,1200,"(72, 72)"
D:/Thesis/realism_data/Academicism\barine.jpg,1280,1645,"(72, 72)"
D:/Thesis/realism_data/Academicism\baroness von scholl.jpg,360,461,"(240, 240)"
"D:/Thesis/realism_data/Academicism\bartholo, from ''the barber of seville''.jpg",625,875,"(72, 72)"
D:/Thesis/realism_data/Academicism\basket.jpg,563,472,"(72, 72)"
D:/Thesis/realism_data/Academicism\bataille de mons en pévèle.jpg,701,598,
D:/Thesis/realism_data/Academicism\bataille dunes.jpg,2562,2237,"(150, 150)"
